cost,distance,dropoff_latitude,dropoff_longitude,passengers,pickup_latitude,pickup_longitude,store_forward,vendor,pickup_weekday,pickup_month,pickup_monthday,pickup_hour,pickup_minute,pickup_second,dropoff_weekday,dropoff_month,dropoff_monthday,dropoff_hour,dropoff_minute,dropoff_second
10.0,2.19,40.673954010009766,-73.9642333984375,1,40.68935012817383,-73.99244689941406,0,2,5,1,9,17,32,29,5,1,9,17,44,20
8.0,2.0,40.68885040283203,-73.98342895507812,1,40.694820404052734,-73.95243072509766,0,1,5,1,30,9,13,36,5,1,30,9,22,24
7.5,1.5,40.71133041381836,-73.95121765136719,1,40.6945686340332,-73.95575714111328,0,2,5,1,2,2,36,48,5,1,2,2,43,6
8.5,1.5,40.75520324707031,-73.87007141113281,1,40.74700164794922,-73.8901596069336,0,1,4,1,15,17,56,47,4,1,15,18,7,25
10.0,1.95,40.73896408081055,-73.8899917602539,1,40.73073196411133,-73.86333465576172,0,2,6,1,10,20,43,22,6,1,10,20,54,38
10.5,2.3,40.77781677246094,-73.95440673828125,1,40.80274200439453,-73.94921875,0,2,1,1,5,18,56,16,1,1,5,19,8,55
5.0,0.79,40.67514419555664,-73.97311401367188,1,40.66885757446289,-73.97998809814453,0,2,1,1,19,12,16,33,1,1,19,12,21,10
7.0,1.0,40.68685531616211,-73.97821807861328,1,40.693878173828125,-73.99365234375,0,1,5,1,16,18,33,39,5,1,16,18,41,49
29.5,9.77,40.80484390258789,-73.87601470947266,1,40.73360824584961,-73.86970520019531,0,2,6,1,10,23,4,24,6,1,10,23,27,1
19.5,4.9,40.74417495727539,-74.0031967163086,5,40.70275115966797,-73.98959350585938,0,2,6,1,3,15,11,56,6,1,3,15,34,36
4.0,0.6,40.714141845703125,-73.9518051147461,2,40.72227096557617,-73.9502182006836,0,1,5,1,9,1,28,50,5,1,9,1,31,33
5.5,0.46,40.75736618041992,-73.91813659667969,1,40.76179122924805,-73.92539978027344,0,2,1,1,5,18,34,39,1,1,5,18,41,4
7.0,1.49,40.72732925415039,-73.83119201660156,3,40.72135162353516,-73.84428405761719,0,2,6,1,3,11,34,59,6,1,3,11,40,52
9.5,2.1,40.66992568969727,-73.94792175292969,2,40.683841705322266,-73.97595977783203,0,1,0,1,18,22,59,44,0,1,18,23,9,32
8.5,1.47,40.81509780883789,-73.94763946533203,1,40.808143615722656,-73.96381378173828,0,2,3,1,21,17,35,43,3,1,21,17,46,9
5.0,0.79,40.7551383972168,-73.926513671875,1,40.75821685791016,-73.91749572753906,0,2,4,1,15,16,24,37,4,1,15,16,29,22
12.5,1.5,40.76894378662109,-73.96324157714844,6,40.78547286987305,-73.94998931884766,0,1,1,1,26,10,2,10,1,1,26,10,20,50
8.0,1.76,40.69071960449219,-73.995849609375,1,40.702056884765625,-73.98287963867188,0,2,3,1,7,18,16,12,3,1,7,18,23,53
12.5,1.8,40.67035675048828,-73.97640228271484,1,40.68262481689453,-73.98616790771484,0,1,5,1,30,11,10,49,5,1,30,11,29,3
10.0,1.61,40.74317932128906,-73.88490295410156,5,40.732723236083984,-73.8637924194336,0,2,5,1,30,20,13,55,5,1,30,20,26,38
5.5,0.8,40.74946594238281,-73.91871643066406,1,40.75524139404297,-73.92212677001953,0,2,2,1,27,21,40,27,2,1,27,21,45,35
9.5,2.43,40.76798629760742,-73.9700927734375,1,40.797733306884766,-73.95159149169922,0,2,4,1,1,1,43,40,4,1,1,1,51,47
32.5,9.7,40.57883071899414,-74.00493621826172,1,40.66804504394531,-73.95885467529297,0,1,6,1,24,22,3,18,6,1,24,22,44,16
13.0,3.4,40.77115631103516,-73.90367126464844,4,40.74754333496094,-73.8685302734375,0,1,6,1,3,10,49,5,6,1,3,11,1,55
5.5,1.08,40.79252243041992,-73.93681335449219,1,40.784912109375,-73.94942474365234,0,2,1,1,19,10,38,24,1,1,19,10,43,31
19.5,4.87,40.76326370239258,-73.81892395019531,3,40.74872589111328,-73.8944091796875,0,2,4,1,15,16,9,48,5,1,16,15,21,11
13.0,2.6,40.72403335571289,-73.99710083007812,2,40.691673278808594,-73.982421875,0,1,2,1,6,10,1,54,2,1,6,10,17,40
8.0,0.69,40.78563690185547,-73.95116424560547,1,40.79354095458984,-73.94941711425781,0,2,0,1,11,7,29,12,0,1,11,7,40,40
41.5,3.17,40.67965698242188,-73.9350357055664,1,40.679481506347656,-73.94612121582031,0,2,1,1,26,19,17,8,1,1,26,20,32,10
6.5,1.12,40.72296142578125,-73.94735717773438,1,40.719871520996094,-73.962158203125,0,2,6,1,3,14,1,11,6,1,3,14,7,31
7.0,1.51,40.6932373046875,-73.97007751464844,1,40.6839599609375,-73.97865295410156,0,2,6,1,17,23,28,25,6,1,17,23,34,40
6.5,1.25,40.67266082763672,-73.9501953125,4,40.6825065612793,-73.96214294433594,0,2,1,1,5,23,37,30,1,1,5,23,43,8
36.0,11.44,40.866607666015625,-73.8284912109375,1,40.83032989501953,-73.94164276123047,0,2,4,1,8,15,54,18,4,1,8,16,30,16
20.5,5.87,40.73966979980469,-73.97622680664062,1,40.696170806884766,-73.97994232177734,0,2,4,1,15,7,40,57,4,1,15,7,59,6
8.0,1.27,40.74703598022461,-73.8704605102539,1,40.75571823120117,-73.8833999633789,0,2,3,1,28,4,14,34,3,1,28,4,23,41
9.0,1.7,40.687835693359375,-73.9448471069336,1,40.68645477294922,-73.97474670410156,0,1,2,1,13,13,21,54,2,1,13,13,32,5
18.0,4.02,40.82608413696289,-73.90568542480469,1,40.789794921875,-73.9522933959961,0,2,4,1,15,14,34,0,4,1,15,14,58,27
20.0,5.98,40.67135238647461,-73.89567565917969,1,40.68463516235352,-73.97774505615234,0,2,5,1,30,3,10,22,5,1,30,3,29,56
6.0,0.51,40.861961364746094,-73.84302520751953,1,40.85652160644531,-73.84614562988281,0,2,3,1,21,16,45,3,3,1,21,16,51,50
8.5,1.99,40.7802619934082,-73.95498657226562,1,40.80501556396485,-73.93942260742188,0,2,5,1,16,18,53,18,5,1,16,19,1,43
41.0,10.99,40.7662467956543,-73.92761993408203,1,40.693626403808594,-73.9871597290039,0,2,3,1,14,20,14,17,3,1,14,21,5,23
5.0,0.6,40.74692916870117,-73.89044189453125,1,40.74810791015625,-73.88005065917969,0,1,1,1,5,9,17,21,1,1,5,9,21,52
5.0,0.74,40.65048599243164,-73.95626831054688,5,40.66144561767578,-73.96118927001953,0,2,5,1,9,3,33,35,5,1,9,3,37,59
8.0,1.55,40.74623107910156,-73.86399841308594,1,40.74703598022461,-73.88965606689453,0,2,3,1,28,3,36,46,3,1,28,3,47,27
7.5,1.02,40.787696838378906,-73.9435043334961,1,40.79973602294922,-73.94082641601562,0,2,5,1,30,13,59,59,5,1,30,14,8,45
7.5,1.3,40.78937530517578,-73.97373962402344,1,40.80548858642578,-73.9659423828125,0,1,1,1,12,15,59,2,1,1,12,16,6,16
6.0,0.94,40.68235397338867,-73.98131561279297,1,40.68121719360352,-73.99420928955078,0,2,2,1,27,21,53,4,2,1,27,21,59,18
6.5,0.97,40.726261138916016,-73.9492416381836,1,40.73788833618164,-73.95543670654297,0,2,2,1,27,11,41,27,2,1,27,11,48,40
8.5,1.76,40.67738342285156,-73.9264907836914,1,40.68119812011719,-73.95344543457031,0,2,5,1,16,22,33,18,5,1,16,22,43,51
12.0,2.6,40.6838264465332,-73.96697998046875,5,40.7101936340332,-73.96336364746094,0,2,5,1,9,1,5,11,5,1,9,1,18,59
8.0,1.54,40.86110305786133,-73.90241241455078,1,40.864051818847656,-73.9246597290039,0,2,4,1,22,10,37,51,4,1,22,10,45,53
9.0,1.85,40.70100784301758,-73.99249267578125,1,40.68179702758789,-73.99385070800781,0,2,3,1,7,19,21,55,3,1,7,19,32,28
21.0,4.23,40.76754760742188,-73.92764282226562,6,40.74728393554688,-73.89244079589844,0,2,4,1,29,11,33,55,4,1,29,12,2,41
5.5,0.79,40.75751876831055,-73.87047576904297,1,40.74940490722656,-73.86905670166016,0,2,1,1,19,22,46,8,1,1,19,22,51,28
10.5,2.1,40.780067443847656,-73.98104858398438,5,40.80635833740234,-73.96525573730469,0,2,5,1,30,14,18,18,5,1,30,14,30,57
21.0,6.7,40.73984146118164,-73.95264434814453,1,40.79316329956055,-73.94346618652344,0,2,5,1,30,13,10,55,5,1,30,13,28,18
13.5,2.88,40.704959869384766,-74.0140609741211,1,40.69538879394531,-73.99575805664062,0,2,3,1,28,9,30,23,3,1,28,9,47,22
34.5,8.1,40.74625396728516,-73.98170471191406,1,40.67437744140625,-73.96163940429688,0,1,1,1,26,5,43,40,1,1,26,6,34,0
12.5,2.51,40.65277099609375,-74.00588989257812,1,40.67892837524414,-73.97872924804688,0,2,4,1,8,16,46,13,4,1,8,17,2,11
11.5,3.65,40.7710189819336,-73.8658218383789,1,40.76991271972656,-73.91732788085938,0,2,4,1,15,16,27,30,4,1,15,16,36,12
6.5,0.78,40.68600082397461,-74.00067901611328,6,40.69221496582031,-73.99104309082031,0,2,4,1,29,7,51,16,4,1,29,7,58,25
6.5,0.86,40.73514175415039,-73.95587921142578,1,40.72727584838867,-73.95284271240234,0,2,2,1,6,19,35,19,2,1,6,19,42,37
29.5,9.35,40.71385192871094,-73.99226379394531,1,40.75004959106445,-73.89010620117188,0,2,6,1,10,18,51,53,6,1,10,19,16,27
6.0,0.78,40.81867980957031,-73.9559555053711,1,40.80701446533203,-73.96448516845703,0,2,2,1,27,7,45,18,2,1,27,7,51,39
6.0,0.9,40.797733306884766,-73.94847869873047,1,40.80595397949219,-73.95408630371094,0,2,6,1,3,13,45,1,6,1,3,13,50,58
4.5,0.65,40.82471466064453,-73.9223861694336,1,40.823036193847656,-73.92752838134766,0,2,1,1,12,0,5,56,1,1,12,0,9,8
12.0,2.47,40.73565673828125,-73.87562561035156,1,40.721641540527344,-73.8443603515625,0,2,1,1,26,21,47,39,1,1,26,22,1,28
5.0,0.55,40.80314254760742,-73.95625305175781,1,40.81025695800781,-73.95109558105469,0,2,4,1,22,17,39,3,4,1,22,17,43,26
4.0,0.48,40.67914962768555,-73.92666625976562,1,40.68548583984375,-73.9266586303711,0,2,4,1,1,3,32,57,4,1,1,3,35,24
21.0,6.41,40.71521759033203,-73.93389129638672,6,40.764068603515625,-73.92359924316406,0,2,5,1,16,3,43,6,5,1,16,3,58,32
7.5,1.59,40.80460739135742,-73.938232421875,1,40.819637298583984,-73.95555877685547,0,2,5,1,9,9,47,18,5,1,9,9,55,12
5.0,0.87,40.79708862304688,-73.94581604003906,1,40.80226135253906,-73.94964599609375,0,2,4,1,29,11,27,21,4,1,29,11,32,59
14.5,3.48,40.69076156616211,-73.957275390625,1,40.66773223876953,-73.98081970214844,0,2,4,1,1,2,50,53,4,1,1,3,8,53
6.0,1.0,40.68407440185547,-73.96292877197266,1,40.68910217285156,-73.95804595947266,0,2,5,1,16,9,9,28,5,1,16,9,14,35
8.0,1.5,40.70304489135742,-73.98665618896484,1,40.68514251708984,-73.97810363769531,0,1,4,1,22,13,58,30,4,1,22,14,8,1
13.0,2.8,40.70011138916016,-73.92463684082031,1,40.71589279174805,-73.95986938476562,0,2,6,1,10,22,4,16,6,1,10,22,20,26
49.5,16.83,40.65937042236328,-73.91592407226562,1,40.81842803955078,-73.91674041748047,0,2,2,1,13,3,38,50,2,1,13,4,20,48
7.5,1.19,40.86210632324219,-73.8985366821289,1,40.85163879394531,-73.89595794677734,0,2,5,1,30,12,25,49,5,1,30,12,34,30
8.5,1.41,40.76036834716797,-73.91497802734375,2,40.7457160949707,-73.90338897705078,0,2,5,1,9,22,53,11,5,1,9,23,2,54
9.0,1.96,40.671974182128906,-74.01052856445312,2,40.66743469238281,-73.98265075683594,0,2,2,1,20,20,34,23,2,1,20,20,44,1
22.5,6.96,40.87847518920898,-73.905029296875,1,40.79977035522461,-73.94467163085938,0,2,4,1,22,23,33,1,4,1,22,23,52,22
13.5,3.44,40.754173278808594,-73.86788940429688,1,40.74666976928711,-73.82608795166016,0,2,1,1,19,14,6,9,1,1,19,14,21,36
5.5,1.06,40.74910354614258,-73.91551208496094,2,40.74600982666016,-73.89994049072266,0,2,6,1,10,22,4,3,6,1,10,22,8,20
8.0,1.71,40.73067855834961,-73.8799819946289,1,40.74766540527344,-73.884521484375,0,2,0,1,11,3,11,52,0,1,11,3,19,18
7.5,1.71,40.68133544921875,-73.99854278564453,1,40.674293518066406,-74.01654815673828,0,2,5,1,9,15,41,41,5,1,9,15,48,48
19.5,5.62,40.73021697998047,-73.97966766357422,2,40.754638671875,-73.92565155029297,0,2,4,1,8,22,8,49,4,1,8,22,26,49
22.0,6.91,40.65506362915039,-73.88921356201172,1,40.716583251953125,-73.84708404541016,0,2,5,1,23,5,7,17,5,1,23,5,32,45
13.5,2.79,40.724159240722656,-74.00944519042969,5,40.70235824584961,-73.98680114746094,0,2,1,1,12,16,16,19,1,1,12,16,32,55
16.0,3.65,40.741966247558594,-73.90679931640625,1,40.721717834472656,-73.8441162109375,0,2,3,1,28,16,34,49,3,1,28,16,51,53
14.5,3.49,40.707298278808594,-73.95382690429688,1,40.68454360961914,-73.97798919677734,0,2,4,1,22,19,41,47,4,1,22,19,57,3
17.0,3.73,40.72022247314453,-74.00306701660156,1,40.68366241455078,-73.9974594116211,0,2,2,1,27,10,46,53,2,1,27,11,9,47
6.5,1.2,40.67400360107422,-73.95384216308594,1,40.65884017944336,-73.96052551269531,0,1,6,1,17,22,16,9,6,1,17,22,21,34
11.5,2.92,40.69981384277344,-73.94047546386719,1,40.688758850097656,-73.9805908203125,0,2,4,1,8,23,31,28,4,1,8,23,44,1
7.0,0.87,40.74853897094727,-73.86083984375,1,40.74908828735352,-73.8692855834961,0,2,5,1,30,18,20,20,5,1,30,18,29,14
7.0,1.39,40.754615783691406,-73.92369079589844,1,40.767608642578125,-73.9245834350586,0,2,2,1,27,20,18,43,2,1,27,20,25,44
8.0,1.4,40.71398162841797,-73.9517593383789,4,40.72249984741211,-73.95768737792969,0,1,5,1,9,4,50,58,5,1,9,4,59,50
6.0,1.39,40.8001708984375,-73.97087097167969,1,40.789039611816406,-73.9550552368164,0,2,1,1,19,20,59,7,1,1,19,21,3,7
6.0,1.1,40.80786895751953,-73.92366027832031,1,40.80538177490234,-73.9398422241211,0,2,2,1,20,21,20,47,2,1,20,21,25,44
9.5,2.4,40.68907165527344,-73.95834350585938,1,40.702430725097656,-73.9868392944336,0,2,2,1,20,20,14,28,2,1,20,20,24,8
9.0,2.01,40.80888748168945,-73.92294311523438,1,40.7896842956543,-73.94583129882812,0,2,4,1,29,8,35,41,4,1,29,8,44,39
9.5,2.42,40.703857421875,-73.76876068115234,1,40.700870513916016,-73.80770111083984,0,2,6,1,17,0,45,21,6,1,17,0,52,55
8.5,1.13,40.80704879760742,-73.9416275024414,1,40.79343032836914,-73.94324493408203,0,2,4,1,29,17,3,40,4,1,29,17,15,14
19.0,4.17,40.75579452514648,-73.97908020019531,1,40.80618667602539,-73.94249725341797,0,2,1,1,5,8,51,53,1,1,5,9,17,59
6.0,1.22,40.72968673706055,-73.95762634277344,1,40.71768951416016,-73.95782470703125,0,2,3,1,28,0,15,5,3,1,28,0,20,17
11.0,2.47,40.69498825073242,-73.9260482788086,1,40.71030426025391,-73.96332550048828,0,2,0,1,18,0,2,42,0,1,18,0,16,11
8.5,1.7,40.727272033691406,-73.84899139404297,1,40.73375701904297,-73.86875915527344,0,1,2,1,6,17,42,45,2,1,6,17,52,22
6.5,1.2,40.74247360229492,-73.95308685302734,1,40.73091125488281,-73.94822692871094,0,1,0,1,18,18,30,39,0,1,18,18,36,16
6.5,1.13,40.71450424194336,-73.96134948730469,1,40.72692489624024,-73.95729064941406,0,2,4,1,22,2,52,11,4,1,22,2,58,23
13.5,3.47,40.71030807495117,-73.90486145019531,1,40.710105895996094,-73.96249389648438,0,2,2,1,27,23,32,51,2,1,27,23,47,16
10.0,2.68,40.76987075805664,-73.87602996826172,1,40.74694061279297,-73.89090728759766,0,2,5,1,16,20,30,9,5,1,16,20,36,43
10.5,2.33,40.70787811279297,-73.86241912841797,1,40.71669769287109,-73.83382415771484,0,2,4,1,22,20,37,28,4,1,22,20,48,9
13.5,2.27,40.65730667114258,-73.89258575439453,1,40.67899703979492,-73.90930938720703,0,2,2,1,20,15,57,1,2,1,20,16,15,26
14.5,4.2,40.75351333618164,-73.96646881103516,1,40.79892349243164,-73.93647003173828,0,1,4,1,22,11,1,25,4,1,22,11,14,26
9.0,1.98,40.81779098510742,-73.9538345336914,1,40.84235000610352,-73.9393539428711,0,2,1,1,19,8,38,19,1,1,19,8,47,20
3.5,0.2,40.802345275878906,-73.94124603271484,1,40.80368041992188,-73.93800354003906,0,2,4,1,1,7,46,58,4,1,1,7,48,56
7.5,1.4,40.73951721191406,-73.93742370605469,1,40.74316787719727,-73.91716003417969,0,2,0,1,25,7,47,24,0,1,25,7,57,0
10.5,1.9,40.81528091430664,-73.9576644897461,1,40.81535339355469,-73.95811462402344,0,1,2,1,13,7,54,30,2,1,13,8,8,55
17.0,4.77,40.7622299194336,-74.00114440917969,1,40.7897834777832,-73.95220184326172,0,2,1,1,19,19,27,47,1,1,19,19,42,29
24.5,7.51,40.76960372924805,-73.95154571533203,1,40.86632537841797,-73.92511749267578,0,2,4,1,29,10,0,56,4,1,29,10,22,29
8.5,2.05,40.68401718139648,-73.78368377685547,1,40.70018768310547,-73.80744171142578,0,2,0,1,4,16,42,43,0,1,4,16,52,5
10.0,1.97,40.879051208496094,-73.91503143310547,1,40.86799621582031,-73.91963958740234,0,2,3,1,28,16,6,18,3,1,28,16,17,1
13.5,2.66,40.6789665222168,-73.90343475341797,1,40.6480598449707,-73.88179016113281,0,2,4,1,8,17,49,21,4,1,8,18,6,52
10.5,1.7,40.67045211791992,-73.95329284667969,1,40.65079879760742,-73.95890808105469,0,1,5,1,30,18,9,49,5,1,30,18,23,54
5.5,0.97,40.668739318847656,-73.98336791992188,1,40.68007659912109,-73.97806549072266,0,2,1,1,12,22,19,53,1,1,12,22,24,38
13.0,3.35,40.72077178955078,-73.76667022705078,1,40.70064926147461,-73.80748748779297,0,2,2,1,27,20,37,14,2,1,27,20,52,0
19.5,5.86,40.66327667236328,-73.91101837158203,1,40.711063385009766,-73.96510314941406,0,2,2,1,13,3,50,30,2,1,13,4,10,41
15.0,4.77,40.84213638305664,-73.91796875,1,40.79556655883789,-73.93228149414062,0,2,5,1,16,21,18,23,5,1,16,21,29,13
6.0,0.83,40.76834487915039,-73.91144561767578,1,40.77725601196289,-73.9094467163086,0,2,4,1,8,14,31,53,4,1,8,14,38,20
17.0,5.37,40.780216217041016,-73.97681427001953,1,40.83987808227539,-73.94090270996094,0,2,2,1,20,22,24,52,2,1,20,22,36,49
10.0,2.48,40.741737365722656,-73.97551727294922,1,40.744903564453125,-73.95665740966797,0,2,1,1,12,7,28,8,1,1,12,7,38,11
4.0,0.26,40.74653625488281,-73.94733428955078,1,40.74761962890625,-73.94478607177734,0,2,4,1,29,14,27,50,4,1,29,14,30,37
5.0,0.85,40.69300842285156,-73.97380828857422,1,40.68474578857422,-73.97779083251953,0,2,0,1,18,17,55,24,0,1,18,17,59,24
15.5,4.0,40.84938049316406,-73.93876647949219,1,40.79926681518555,-73.93302917480469,0,2,5,1,2,18,52,51,5,1,2,19,7,26
8.0,1.63,40.74201583862305,-73.85096740722656,1,40.72104644775391,-73.84407043457031,0,2,5,1,30,2,49,56,5,1,30,2,57,54
6.0,1.1,40.69570541381836,-73.96692657470703,1,40.68698120117188,-73.97662353515625,0,1,5,1,16,12,7,4,5,1,16,12,12,35
4.5,0.8,40.70518112182617,-73.96240997314453,1,40.71137619018555,-73.96641540527344,0,2,5,1,30,11,49,19,5,1,30,11,52,29
5.5,0.87,40.7109260559082,-73.95081329345703,1,40.71686172485352,-73.95879364013672,0,2,5,1,30,2,8,28,5,1,30,2,13,25
47.0,15.18,40.86903762817383,-73.92312622070312,1,40.71451187133789,-73.96147155761719,0,2,4,1,29,3,54,17,4,1,29,4,38,41
3.5,0.56,40.72254180908203,-73.9189453125,2,40.7262077331543,-73.91226196289062,0,2,5,1,2,9,8,34,5,1,2,9,10,20
4.5,0.81,40.70332717895508,-73.92716217041016,1,40.69525146484375,-73.93213653564453,0,2,4,1,22,0,15,32,4,1,22,0,19,2
6.5,1.18,40.72706604003906,-73.95271301269531,1,40.71321487426758,-73.96208190917969,0,2,5,1,2,22,12,58,5,1,2,22,20,33
12.5,3.03,40.7840576171875,-73.97997283935547,1,40.79904556274414,-73.9424057006836,0,2,6,1,3,10,58,39,6,1,3,11,12,53
10.5,2.3,40.6748161315918,-73.94104766845703,2,40.68391799926758,-73.97607421875,0,1,5,1,9,15,21,3,5,1,9,15,33,32
5.0,0.77,40.71860122680664,-73.96353912353516,1,40.71412658691406,-73.95303344726562,0,2,0,1,18,8,19,38,0,1,18,8,23,34
13.0,3.1,40.71103286743164,-73.95209503173828,3,40.702430725097656,-73.98670196533203,0,2,2,1,20,20,44,23,2,1,20,20,59,52
3.5,0.43,40.810821533203125,-73.95281982421875,1,40.81535720825195,-73.95811462402344,0,2,1,1,5,6,52,26,1,1,5,6,53,45
4.5,0.65,40.80884552001953,-73.95789337158203,1,40.80782318115234,-73.9640884399414,0,2,0,1,18,20,46,52,0,1,18,20,50,33
9.0,2.24,40.67819595336914,-73.97870635986328,1,40.68685531616211,-73.95681762695312,0,2,3,1,14,1,32,42,3,1,14,1,40,31
4.5,0.6,40.743408203125,-73.87413787841797,1,40.74921798706055,-73.87042236328125,0,1,0,1,18,15,46,23,0,1,18,15,50,12
7.5,1.44,40.68016815185547,-73.96765899658203,1,40.69329833984375,-73.96089935302734,0,2,6,1,3,8,24,7,6,1,3,8,31,4
21.5,6.49,40.722930908203125,-73.98566436767578,1,40.7959213256836,-73.93531799316406,0,2,4,1,1,4,57,39,4,1,1,5,14,39
4.0,0.64,40.68976593017578,-73.98056030273438,1,40.690914154052734,-73.97042846679688,0,2,1,1,19,7,22,51,1,1,19,7,25,17
7.0,1.36,40.81070709228516,-73.96341705322266,1,40.802860260009766,-73.94895935058594,0,2,1,1,19,14,41,55,1,1,19,14,49,0
8.5,1.9,40.72835922241211,-73.81852722167969,1,40.72193145751953,-73.84456634521484,0,1,1,1,5,17,8,54,1,1,5,17,18,8
4.5,0.74,40.62693786621094,-73.94208526611328,1,40.63230514526367,-73.94713592529297,0,2,2,1,27,2,23,38,2,1,27,2,26,45
6.0,1.05,40.74997329711914,-73.88262176513672,1,40.74291229248047,-73.86907196044922,0,2,4,1,8,16,40,29,4,1,8,16,46,37
6.5,0.99,40.81710815429688,-73.9422836303711,1,40.8045539855957,-73.9514389038086,0,2,4,1,1,4,54,53,4,1,1,5,1,5
7.0,1.06,40.73760223388672,-73.86267852783203,2,40.74895858764648,-73.86931610107422,0,2,3,1,28,20,27,11,3,1,28,20,35,31
16.0,3.97,40.66946792602539,-73.97937774658203,1,40.691444396972656,-73.95979309082031,0,2,4,1,8,8,1,7,4,1,8,8,21,15
10.0,2.04,40.75480270385742,-73.91249084472656,1,40.756622314453125,-73.87635803222656,0,2,1,1,5,17,31,1,1,1,5,17,42,1
16.0,3.29,40.767311096191406,-73.95340728759766,1,40.74640274047852,-73.94192504882812,0,2,0,1,25,7,47,24,0,1,25,8,8,28
7.0,1.25,40.69001007080078,-73.98148345947266,1,40.68826675415039,-73.9596939086914,0,2,2,1,27,10,36,12,2,1,27,10,43,53
12.5,2.9,40.707706451416016,-73.9534912109375,1,40.68555450439453,-73.96739959716797,0,1,6,1,10,21,39,4,6,1,10,21,53,38
9.5,1.82,40.69215393066406,-73.96565246582031,1,40.69622039794922,-73.99356079101562,0,2,5,1,9,13,39,46,5,1,9,13,51,54
8.0,1.82,40.8707275390625,-73.91813659667969,2,40.86835861206055,-73.90154266357422,0,2,6,1,10,14,54,34,6,1,10,15,2,40
2.5,0.09,40.85508728027344,-73.89531707763672,1,40.85447692871094,-73.89148712158203,0,2,0,1,25,23,30,8,0,1,25,23,30,35
6.5,1.17,40.71091079711914,-73.9579086303711,1,40.72335815429688,-73.95159149169922,0,2,1,1,5,0,46,1,1,1,5,0,51,35
5.5,0.88,40.6658935546875,-73.98906707763672,1,40.654598236083984,-74.00037384033203,0,2,1,1,5,14,8,55,1,1,5,14,13,6
18.0,4.0,40.71419906616211,-73.95366668701172,1,40.68214797973633,-73.96858978271484,0,1,2,1,6,17,49,5,2,1,6,18,14,2
7.5,1.67,40.84274673461914,-73.87808990478516,1,40.8607177734375,-73.88966369628906,0,2,0,1,25,12,12,22,0,1,25,12,20,42
11.0,2.98,40.66034698486328,-73.94679260253906,1,40.67676162719727,-73.98363494873047,0,2,2,1,27,23,12,14,2,1,27,23,22,57
20.5,5.9,40.6994743347168,-73.79232025146484,2,40.73511505126953,-73.87418365478516,0,2,3,1,28,20,31,53,3,1,28,20,52,43
6.0,1.13,40.71055603027344,-73.84454345703125,1,40.721656799316406,-73.84427642822266,0,2,1,1,19,19,18,10,1,1,19,19,25,35
12.5,2.2,40.74213790893555,-73.8594741821289,1,40.74748611450195,-73.88544464111328,0,1,5,1,2,18,27,8,5,1,2,18,44,51
5.5,0.88,40.66070175170898,-73.98020935058594,1,40.66833114624024,-73.98028564453125,0,2,4,1,29,19,33,34,4,1,29,19,38,39
7.5,1.32,40.69344711303711,-73.98739624023438,1,40.6937370300293,-73.96312713623047,0,2,5,1,2,13,12,2,5,1,2,13,20,47
8.5,1.8,40.761329650878906,-73.96416473388672,1,40.74919891357422,-73.93794250488281,0,1,5,1,9,4,54,10,5,1,9,5,0,30
4.5,0.63,40.7186279296875,-73.95692443847656,1,40.71111679077149,-73.96339416503906,0,2,0,1,18,19,11,36,0,1,18,19,15,37
6.5,0.97,40.68727111816406,-73.97401428222656,1,40.69235610961914,-73.9909439086914,0,2,5,1,9,19,27,35,5,1,9,19,34,56
5.5,1.04,40.68943786621094,-73.94248962402344,1,40.68106842041016,-73.95347595214844,0,2,4,1,1,4,13,40,4,1,1,4,18,1
6.0,0.95,40.77381896972656,-73.92879486083984,1,40.77003860473633,-73.91780853271484,0,2,1,1,5,0,44,10,1,1,5,0,49,35
6.5,1.11,40.79443359375,-73.9663314819336,1,40.80730819702149,-73.96456909179688,0,2,6,1,3,11,56,35,6,1,3,12,2,59
5.0,0.95,40.77147674560547,-73.89838409423828,5,40.7755126953125,-73.91145324707031,0,2,4,1,22,1,10,2,4,1,22,1,13,36
20.5,5.06,40.7723388671875,-73.96112823486328,1,40.81973648071289,-73.9300537109375,0,2,4,1,8,10,52,35,4,1,8,11,15,55
11.0,3.07,40.82156753540039,-73.91526794433594,1,40.79408645629883,-73.94937133789062,0,2,5,1,2,2,44,40,5,1,2,2,54,3
6.0,1.06,40.79363632202149,-73.96717834472656,5,40.78601837158203,-73.95122528076172,0,2,0,1,11,8,45,6,0,1,11,8,50,15
23.0,8.16,40.75217819213867,-73.97679138183594,1,40.77588653564453,-73.91487121582031,0,2,6,1,3,7,36,13,6,1,3,7,51,23
